,STAID,STANAME,CLASS,STATE,COMID,distance,DRAIN_SQKM,flowline_drainage_area,area_difference_pct,match_quality,quality_rank
8601,14163900,"MCKENZIE RIVER NEAR WALTERVILLE, OR",Non-ref,OR,78021947,0.0009461088732153973,2808.228,2871.551993479585,2.2549448791047135,excellent,0
1007,01635090,"CEDAR CREEK ABOVE HWY 11 NEAR MIDDLETOWN, VA",Ref,VA,73006923,0.00011761542795191833,397.5399,406.53024088220565,2.2614939738641726,excellent,0
2242,03020500,"Oil Creek at Rouseville, PA",Non-ref,PA,74030115,0.000275675006710019,730.5574,747.0832183223301,2.262083488899039,excellent,0
2820,03346000,"NORTH FORK EMBARRAS RIVER NEAR OBLONG, IL",Ref,IL,74038919,0.0002487358106857878,814.6935,833.1299084510276,2.2629870559943908,excellent,0
8646,14198500,"MOLALLA R AB PC NR WILHOIT, OREG.",Ref,OR,78020035,0.00040029333332114453,252.1674,257.87515796039384,2.263479720373787,excellent,0
7511,11192500,KERN R NR DEMOCRAT SPRINGS(RIVER ONLY) CA,Non-ref,CA,77021506,4.4763333313824205e-05,5849.263,5981.967357367672,2.2687363752950063,excellent,0
5904,08050100,"Mountain Ck at Grand Prairie, TX",Non-ref,TX,75006678,0.0004933036178131723,769.6179,787.0967205832421,2.2711036974636594,excellent,0
5747,07346070,"Little Cypress Ck nr Jefferson, TX",Non-ref,TX,74067692,0.00041997999999665586,1808.583,1849.6616565735294,2.2713171899508793,excellent,0
2121,02440500,"CHUQUATONCHEE CREEK NR WEST POINT, MS",Non-ref,MS,73011700,0.00019641776462835532,1309.145,1338.8869610762556,2.2718614879372123,excellent,0
7393,11126000,SANTA YNEZ R NR SANTA YNEZ CA,Non-ref,CA,77028081,0.000821896666671762,1090.215,1114.9903148866454,2.272516419847961,excellent,0
3191,04040000,"ONTONAGON RIVER NEAR ROCKLAND, MI",Non-ref,MI,72040301,0.0007741999999950622,3494.206,3573.6132710945412,2.272541203768212,excellent,0
4128,05542000,"MAZON RIVER NEAR COAL CITY, IL",Non-ref,IL,74031247,0.00036972963673792065,1165.55,1192.0714648807875,2.2754463455696934,excellent,0
2763,03324500,"SALAMONIE RIVER AT DORA, IND.",Non-ref,IN,74030564,0.0003484009391834654,1440.648,1473.4382787974175,2.276078458958581,excellent,0
1992,02374950,BIG ESCAMBIA CR AT SARDINE BR NR STANLEY CROSSROAD,Ref,AL,73018308,5.7039947009870954e-05,503.5059,514.9806663356578,2.278973560321303,excellent,0
3999,05482000,"Des Moines River at 2nd Avenue, Des Moines, IA",Non-ref,IA,74022606,0.0007511383204549815,16178.63,16547.557274311017,2.2803369278549406,excellent,0
309,01186500,"STILL RIVER AT ROBERTSVILLE, CT.",Non-ref,CT,73003753,0.0005975523705573452,221.4873,226.53969058960632,2.281119770572091,excellent,0
2658,03283500,"RED RIVER AT CLAY CITY, KY",Non-ref,KY,74047108,0.00019948666664504347,938.1978,959.6018766593413,2.281403416139036,excellent,0
5824,07380120,"Amite River at Port Vincent, LA",Non-ref,LA,74071308,0.00012822202964379558,3853.973,3941.921915176187,2.28203246821364,excellent,0
1922,02344700,"LINE CREEK NEAR SENOIA, GA",Non-ref,GA,73015340,0.00019642247873005795,259.4079,265.3318001681301,2.2836236553050635,excellent,0
4132,05545750,"FOX RIVER NEAR NEW MUNSTER, WI",Non-ref,WI,74023070,9.14705981244165e-05,2054.15,2101.064343394636,2.2838810892406123,excellent,0
2986,03451000,"SWANNANOA RIVER AT BILTMORE, NC",Non-ref,NC,74056140,0.00019642247870912336,335.4329,343.0946258308493,2.2841306952446416,excellent,0
4322,06174000,Willow Creek near Glasgow MT,Non-ref,MT,74001923,0.00022866666667198388,1369.903,1401.2107963507735,2.2854024227097476,excellent,0
7383,11118500,VENTURA R NR VENTURA,Non-ref,CA,77028555,0.00030169722113319343,485.7327,496.8395851575367,2.2866249600936235,excellent,0
3664,05051700,"WILD RICE RIVER NR CAYUGA, ND",Non-ref,ND,71048330,0.0007948233332868426,2376.899,2431.347950456908,2.29075574758996,excellent,0
2417,03145000,South Fork Licking River near Hebron OH,Non-ref,OH,74029804,0.0004339773588465599,345.8997,353.83437482055535,2.2939235913056177,excellent,0
3328,04106300,"PORTAGE CREEK NEAR KALAMAZOO, MI",Non-ref,MI,72059231,0.0003194235832299519,50.4315,49.273002353381564,2.29717071000949,excellent,0
4827,06772898,"Silver Creek, at Mile 4 near Silver Creek, Nebr.",Non-ref,NE,74031367,0.00027799999994471136,379.592,388.31647810921135,2.298383029466206,excellent,0
7623,11294500,NF STANISLAUS R NR AVERY CA,Non-ref,CA,77015313,0.0007504033333418646,427.7592,437.5930931433377,2.298932002710324,excellent,0
3869,05413500,"GRANT RIVER AT BURTON, WI",Ref,WI,74024219,0.0003078318661316901,695.3256,711.3568350890204,2.305572395007512,excellent,0
5163,07018500,"Big River at Byrnesville, MO",Non-ref,MO,74046544,0.00033784147793837715,2344.942,2399.088631875325,2.309081925067872,excellent,0
7599,11276500,TUOLUMNE R NR HETCH HETCHY CA,Non-ref,CA,77014498,7.852999997481902e-05,1179.1,1206.3479805397626,2.3109134543094476,excellent,0
8587,14157500,"COAST FORK WILLAMETTE RIVER NEAR GOSHEN, OR",Non-ref,OR,78022043,0.0004432074593837545,1663.972,1702.4764152031867,2.3140061974111754,excellent,0
957,01601500,"WILLS CREEK NEAR CUMBERLAND, MD",Non-ref,MD,73005422,0.0003888899999964224,641.3698,656.2328221963037,2.3173872851985906,excellent,0
3043,03500240,"CARTOOGECHAYE CREEK NEAR FRANKLIN, NC",Ref,NC,74063851,0.00019642012167627576,145.8639,149.24772689735667,2.319852202879993,excellent,0
5755,07351000,"BOGGY BYU NR KEITHVILLE, LA",Non-ref,LA,74070311,0.00012186666666735846,216.8559,221.88858897948998,2.320752619361516,excellent,0
3312,04100500,"ELKHART RIVER AT GOSHEN, IND.",Non-ref,IN,72058189,4.9386666638895356e-05,1525.99,1561.4110361062894,2.3211840252091704,excellent,0
3016,03470000,"LITTLE PIGEON RIVER AT SEVIERVILLE, TN",Non-ref,TN,74055659,0.0006455861342084851,911.8305,933.0064155060167,2.322352181246034,excellent,0
2378,03116000,TUSCARAWAS R AT CLINTON OH,Non-ref,OH,74031837,0.00044154104439551005,456.7365,446.1176717580118,2.3249353274783564,excellent,0
3773,05311000,"MINNESOTA RIVER AT MONTEVIDEO, MN",Non-ref,MN,74009814,0.0003071985524253356,16140.84,16516.397570521127,2.326753567479306,excellent,0
2621,03271500,Great Miami River at Miamisburg OH,Non-ref,OH,74037380,3.771233463786025e-08,7007.874,7170.9545335007715,2.3271042473191113,excellent,0
5234,07052250,"James River near Boaz, MO",Non-ref,MO,74054635,0.0002946278254840782,1202.085,1230.0608258949894,2.327275183950335,excellent,0
6917,09505400,"BEAVER CREEK NR LAKE MONTEZUMA, AZ",Non-ref,AZ,77028160,0.0,1099.007,1124.5988190738278,2.3286311255367584,excellent,0
103,01086000,"WARNER RIVER AT DAVISVILLE, NH",Ref,NH,73002030,0.00035610666667906804,381.5766,390.4752890404284,2.3320845776256705,excellent,0
6204,08181480,"Leon Ck at IH 35 at San Antonio, TX",Non-ref,TX,75018116,0.0008143900000021632,542.4213,555.0845349826075,2.334575537982652,excellent,0
7195,10339400,MARTIS C NR TRUCKEE CA,Non-ref,CA,77009785,0.0004011393199494664,102.8826,105.2897810318047,2.339735807420008,excellent,0
3943,05453000,"Big Bear Creek at Ladora, IA",Non-ref,IA,74024180,0.0006671411323892434,483.6276,494.9572672262423,2.3426428157206804,excellent,0
260,01155910,"WEST RIVER BELOW TOWNSHEND DAM NEAR TOWNSHEND, VT",Non-ref,VT,73001979,0.00035666666666855923,723.2805,740.2290951424466,2.343294910127759,excellent,0
6995,10136500,"WEBER RIVER AT GATEWAY, UT",Non-ref,UT,77000713,0.0003893542068991536,4216.987,4315.842043841967,2.344210305651097,excellent,0
3359,04121900,"LITTLE MUSKEGON RIVER NEAR MORLEY, MI",Non-ref,MI,72055923,2.8750000019783784e-05,352.2519,360.5198324207945,2.347164747952963,excellent,0
2126,02443500,"LUXAPALLILA CREEK NR COLUMBUS, MS",Non-ref,MS,73014903,0.0002777800000046682,1851.784,1895.2623075652841,2.347914636117604,excellent,0
400,01333000,"GREEN RIVER AT WILLIAMSTOWN, MA",Ref,MA,73002274,0.00019722666668542388,112.1643,114.79782727483177,2.3479193244479553,excellent,0
2526,03215500,"BLAINE CREEK AT YATESVILLE, KY",Non-ref,KY,74047612,0.0006403653291106966,562.6251,575.8424603258511,2.349230477959681,excellent,0
851,01556000,"Frankstown Br Juniata River at Williamsburg, PA",Non-ref,PA,73005428,4.455244128855852e-05,749.619,767.2720742953018,2.3549395486642863,excellent,0
1918,02344500,"FLINT RIVER NEAR GRIFFIN, GA",Non-ref,GA,73014826,0.0005892603650439001,697.3857,713.8346963019176,2.358665556508763,excellent,0
1844,02326900,"ST. MARKS RIVER NEAR NEWPORT, FLA.",Non-ref,FL,73020458,0.0006391058206502059,1383.529,1416.2069162139594,2.36192491909887,excellent,0
8513,14054000,"DESCHUTES R BL CRANE PRAIRIE RES NR LA PINE,OREG",Non-ref,OR,78024325,0.0003065466666498651,670.4811,686.3487066371683,2.3666001378962607,excellent,0
3271,04085427,"MANITOWOC RIVER AT MANITOWOC, WI",Non-ref,WI,72051644,0.000646036325502798,1344.236,1376.0673769299542,2.367990213768572,excellent,0
4766,06710385,BEAR CREEK ABOVE EVERGREEN,Non-ref,CO,74040179,0.0005674633333327962,267.4035,273.75848788761687,2.376553742795759,excellent,0
3790,05330920,"MINNESOTA RIVER AT FORT SNELLING STATE PARK, MN",Non-ref,MN,74009185,0.00023999999999091418,43960.27,45005.06826656507,2.376687555752207,excellent,0
6671,09304115,"WHITE RIVER BELOW NORTH ELK CREEK NEAR BUFORD, CO",Non-ref,CO,77006879,0.000423085557401889,1374.006,1406.67122365706,2.3773712528955384,excellent,0
5175,07024000,"BAYOU DE CHIEN NEAR CLINTON, KY",Non-ref,KY,74057093,0.0004959466666818458,177.8643,182.0933090855188,2.3776604329923496,excellent,0
3176,04025500,"BOIS BRULE RIVER AT BRULE, WI",Non-ref,WI,72041865,0.0003928402433676244,302.7636,309.9647091039918,2.3784593339462954,excellent,0
6504,09112200,"EAST RIVER BL CEMENT CREEK NR CRESTED BUTTE, CO.",Non-ref,CO,77015266,2.3730503580615817e-05,638.3071,653.4892664722113,2.378505028725404,excellent,0
1859,02331000,"CHATTAHOOCHEE RIVER NEAR LEAF, GA.",Ref,GA,73012047,0.0003369976638416596,391.9419,401.2835808348128,2.383435104747119,excellent,0
7117,10289500,"Green Creek near Bridgeport, CA",Non-ref,CA,77018814,0.0006204319889778709,50.7591,49.54923016659411,2.383552571668705,excellent,0
5247,07056700,"Buffalo River near Harriet, AR",Ref,AR,74054828,0.00028000000003913783,2776.862,2843.05911345648,2.383882002651918,excellent,0
6222,08189500,"Mission Rv at Refugio, TX",Ref,TX,75018442,0.00038309159785736166,1808.286,1851.413213111412,2.3849774378285264,excellent,0
4679,06601000,"OMAHA CR AT HOMER, NEBR",Ref,NE,74024306,0.00020254443201935503,450.1989,460.94806636633797,2.387648296416981,excellent,0
8305,13057940,WILLOW CREEK BL TEX CREEK NR RIRIE ID,Non-ref,ID,78024090,3.3333265037072124e-09,1472.161,1507.3401282986008,2.389625068087033,excellent,0
4034,05500000,"South Fabius River near Taylor, MO",Ref,MO,74037316,0.00016034676934804888,1567.004,1604.4536592630368,2.389889193839766,excellent,0
5161,07018000,"BIG RIVER NEAR DESOTO, MISSOURI",Non-ref,MO,74046773,0.0006776463556371838,1874.142,1918.9389313645843,2.390263457335902,excellent,0
1802,02312762,"WITHLACOOCHEE RIVER NEAR INVERNESS, FL",Non-ref,FL,73021539,0.0003141911131052929,4110.682,4208.986178139361,2.3914323253260967,excellent,0
6041,08095000,"N Bosque Rv nr Clifton, TX",Non-ref,TX,75006109,0.0005748099999891564,2535.089,2595.77149095452,2.3937025861624517,excellent,0
7925,11525500,TRINITY R A LEWISTON CA,Non-ref,CA,77005963,0.0006875599999744963,1861.691,1906.2603598781088,2.3940256400288127,excellent,0
867,01569800,"Letort Spring Run near Carlisle, PA",Non-ref,PA,73006163,0.0006435133333297927,59.5728,58.14397189221937,2.398457194861802,excellent,0
6887,09489700,"BIG BONITO C NR FORT APACHE, ARIZ.",Ref,AZ,77028736,9.383333332380062e-05,296.0604,303.16139516559963,2.3984954305268835,excellent,0
497,01388000,RAMAPO RIVER AT POMPTON LAKES NJ,Non-ref,NJ,73005255,0.00030555333333381895,420.579,410.487011651595,2.3995464225282244,excellent,0
1986,02373000,SEPULGA RIVER NEAR MCKENZIE AL,Ref,AL,73018127,0.00024721333333843637,1213.604,1242.7986378822795,2.405614836658374,excellent,0
1847,02327500,"OCHLOCKONEE RIVER NEAR THOMASVILLE, GA",Non-ref,GA,73018083,0.00033205498742158967,1448.381,1483.229270625134,2.4060154493281716,excellent,0
2625,03272700,Sevenmile Creek at Camden OH,Ref,OH,74044605,0.0003893518499366462,177.4503,173.17686724724427,2.40824205580702,excellent,0
4552,06425720,"BELLE FOURCHE R BL RATTLESNAKE C, NR PINEY, WY",Non-ref,WY,74017512,0.00018573338121511575,1279.433,1310.2702187120665,2.410225366397966,excellent,0
2157,02462000,VALLEY CREEK NEAR OAK GROVE AL,Non-ref,AL,73014825,0.0005088505388800112,384.1299,374.8688248519215,2.410922749850645,excellent,0
114,01093852,"SOUHEGAN RIVER (SITE WLR-1) NEAR MILFORD, NH",Non-ref,NH,73002088,9.000000004277808e-05,263.7036,270.06578169609145,2.412626030168513,excellent,0
5383,07143665,"L ARKANSAS R AT ALTA MILLS, KS",Non-ref,KS,74046884,0.00026739999997715813,1923.893,1970.4146189825312,2.418098043006093,excellent,0
2738,03311000,"NOLIN RIVER AT KYROCK, KY",Non-ref,KY,74046646,0.0006049298513051762,1832.605,1877.0113827560326,2.4231289752037455,excellent,0
3964,05463000,"Beaver Creek at New Hartford, IA",Non-ref,IA,74024061,0.0002594000000115671,903.0069,924.8970361716432,2.4241383063233775,excellent,0
4287,06093200,Badger Cr bl Four Horns Canal nr Browning MT,Non-ref,MT,74002051,0.00022231437199820867,396.8217,387.1995131486876,2.4248136760949435,excellent,0
3358,04121500,"MUSKEGON RIVER AT EVART, MI",Non-ref,MI,72051529,0.0008288116433347073,3714.378,3804.4532423542505,2.4250424257910836,excellent,0
829,01546400,"Spring Creek at Houserville, PA",Non-ref,PA,73005720,0.00024066850704386358,156.6918,152.886010198686,2.428837885143962,excellent,0
3242,04069500,"PESHTIGO RIVER AT PESHTIGO, WI",Non-ref,WI,72051159,0.0003084541200924054,2882.103,2952.2073487928387,2.432402616868261,excellent,0
2934,03410210,"SOUTH FK CUMBERLAND RIVER AT LEATHERWOOD FORD, TN",Ref,TN,74055139,0.0006474741093131653,2088.332,2139.1586555580247,2.433839808901308,excellent,0
2684,03292470,"HARRODS CREEK AT HIGHWAY 329 NR GOSHEN, KY.",Non-ref,KY,74048024,3.900000001522131e-05,181.9062,186.34824338009946,2.441941715070431,excellent,0
8406,13274200,"BURNT RIVER NEAR BRIDGEPORT, ORE.",Non-ref,OR,78022134,0.0003581330855065017,1682.593,1723.6932896803207,2.4426756607403366,excellent,0
6834,09419700,"LAS VEGAS WASH AT PABCO RD NR HENDERSON, NV",Non-ref,NV,77021551,2.4610000025404588e-05,4732.224,4848.000591447292,2.446557716779511,excellent,0
3997,05481650,"Des Moines River near Saylorville, IA",Non-ref,IA,74022608,0.00042552507579785747,15091.39,15460.905423110327,2.448518149158745,excellent,0
5452,07178000,"Bird Creek near Owasso, OK",Non-ref,OK,74054939,0.0003719666666626154,2629.875,2694.370921581953,2.452432970462592,excellent,0
5667,07311783,"S Wichita Rv bl Low Flow Dam nr Guthrie, TX",Non-ref,TX,74067877,0.00021085452810142282,568.8171,582.7714366119047,2.4532203078818746,excellent,0
5666,07311782,"S Wichita Rv at LowFlow Dam Div Pipe nr Guthrie,TX",Non-ref,TX,74067877,0.000214489056950962,568.8171,582.7714366119047,2.4532203078818746,excellent,0
6423,09035900,"SOUTH FORK OF WILLIAMS FORK NEAR LEAL, CO.",Ref,CO,77010664,0.00019351155577419896,72.8421,71.0518964866406,2.457649509499865,excellent,0
2160,02464000,NORTH RIVER NEAR SAMANTHA AL,Ref,AL,73014906,0.0005630333333357385,578.9448,593.2039313471543,2.462951795603703,excellent,0
7390,11123500,SANTA YNEZ R BL LOS LAURLS CYN NR SNTA YNEZ CA,Non-ref,CA,77028235,0.0003010837104029227,718.1226,735.8453293790297,2.4679253067693057,excellent,0
771,01510000,OTSELIC RIVER AT CINCINNATUS NY,Ref,NY,73002001,0.0006796922512860725,382.986,392.442641666846,2.4691872984511174,excellent,0
8663,14209500,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",Non-ref,OR,78019971,0.0001676738740014797,1266.116,1297.4106399358955,2.4717040094190006,excellent,0
2248,03023100,"French Creek at Meadville, PA",Non-ref,PA,74023669,0.0004990400785777039,2086.982,2138.634075215902,2.474965055563593,excellent,0
4013,05485640,"Fourmile Creek at Des Moines, IA",Non-ref,IA,74024675,0.0005528349376879313,237.4938,243.37287924689159,2.4754664108669755,excellent,0
2646,03280700,"CUTSHIN CREEK AT WOOTON, KY",Ref,KY,74048363,9.314000002547118e-05,158.2227,162.14277773623374,2.477569739508766,excellent,0
3107,03566525,"NORTH CHICKAMAUGA CREEK NEAR MONTLAKE, TN",Ref,TN,74063673,7.333333334713643e-05,156.4155,160.29782552123328,2.4820593363402406,excellent,0
6369,08382730,"LOS ESTEROS CREEK ABOVE SANTA ROSA LAKE, NM",Ref,NM,75001376,0.0005421717674373089,175.4019,179.75597296537651,2.482340821494238,excellent,0
4070,05522000,"IROQUOIS RIVER NEAR NORTH MARION, IND.",Non-ref,IN,74031518,0.00020701022423347826,425.7432,415.1670711199161,2.4841568532589364,excellent,0
7273,11044500,"SANTA MARGARITA R NR FALLBROOK,CALIF.",Non-ref,CA,77028083,0.00039704988572987075,1664.774,1623.3955624469932,2.4855288197080645,excellent,0
322,01194000,"EIGHTMILE R AT NORTH PLAIN, CT.",Ref,CT,73004312,0.00037453675091694654,52.3116,53.61217051220296,2.486199069045794,excellent,0
3590,04249000,"OSWEGO RIVER AT LOCK 7, OSWEGO NY",Non-ref,NY,72055079,0.0006179586396317784,13209.39,13538.06758069356,2.488211648634496,excellent,0
7902,11481000,MAD R NR ARCATA CA,Non-ref,CA,77006366,6.271666666179954e-05,1257.414,1288.7564613293853,2.4926127217754286,excellent,0
5606,07277700,"HICKAHALA CREEK NR SENATOBIA, MS",Non-ref,MS,74063314,0.00019704708970563338,315.3789,323.2455588636021,2.494351671466335,excellent,0
5769,07359610,"Caddo River near Caddo Gap, AR",Ref,AR,74062986,0.000586898628400298,342.2349,350.7824768044813,2.4975760229249877,excellent,0
3146,03599100,"BIG ROCK CR AT DOUBLE BRIDGES, TN",Non-ref,TN,74054592,6.387531255664401e-05,133.2396,136.5723770360224,2.5013412198943907,excellent,0
7230,10359300,PINE C NR SUSANVILLE CA,Ref,CA,77007068,0.0003017766750405058,614.448,599.0322300283915,2.5088811374776196,excellent,0
5774,07361000,"LITTLE MISSOURI RIVER NEAR MURFREESBORO, ARK.",Non-ref,AR,74062383,0.00018245999999066953,989.406,1014.2418098487276,2.5101737657470897,excellent,0
3768,05292000,"MINNESOTA RIVER AT ORTONVILLE, MN",Non-ref,MN,74010687,5.639333333817831e-05,3024.005,3100.0510289394824,2.514745476263508,excellent,0
3344,04114000,"GRAND RIVER AT PORTLAND, MI",Non-ref,MI,72055027,0.00021761682592384262,3647.832,3556.0417074230672,2.516297147920536,excellent,0
7771,11409500,OREGON C NR NORTH SAN JUAN CA,Ref,CA,77010154,0.0005015249126526966,89.5077,91.76090446152277,2.517330309596572,excellent,0
3124,03582000,"ELK RIVER ABOVE FAYETTEVILLE, TENN.",Non-ref,TN,74062048,0.0006439385753925838,2142.238,2196.181851531725,2.518107303284003,excellent,0
5639,07299570,"Red River near Quanah, TX",Non-ref,OK,74061776,0.0002042333333562851,20364.56,19851.5775946804,2.518995771671976,excellent,0
7458,11159000,PAJARO R A CHITTENDEN CA,Non-ref,CA,77020995,0.0002214900000154785,3072.379,3149.8742828206655,2.522321719444951,excellent,0
768,01507000,CHENANGO RIVER AT GREENE NY,Non-ref,NY,73003204,0.0004813000000041257,1527.529,1566.0619117600454,2.5225649896038247,excellent,0
5770,07359800,"CADDO RIVER NEAR ALPINE, ARK.",Ref,AR,74062463,0.0006593982732027838,781.1937,800.9028119007522,2.522948137030827,excellent,0
818,01541500,"Clearfield Creek at Dimeling, PA",Non-ref,PA,73003264,0.0005345750835816009,960.1506,984.378293875748,2.523322265876618,excellent,0
519,01397000,SOUTH BRANCH RARITAN RIVER AT STANTON NJ,Non-ref,NJ,73005461,0.0001964201216670646,388.6272,378.8051182438836,2.5273788752090445,excellent,0
8358,13167500,EF BRUNEAU RIVER NR HOT SPRING ID,Non-ref,ID,78026721,0.0002222000000102753,1304.077,1337.0840422293827,2.5310654378064106,excellent,0
1842,02326512,"AUCILLA RIVER NR SCANLON, FLA.",Ref,FL,73020265,0.0004844266667021203,2119.512,2065.760118921744,2.5360498585644358,excellent,0
3832,05383075,"LA CROSSE RIVER NEAR LA CROSSE, WI",Non-ref,WI,74017671,0.000269879088109572,1214.29,1245.0892427693302,2.5363992760650462,excellent,0
5763,07356000,"Ouachita River near Mount Ida, AR",Non-ref,AR,74062294,0.00012789440352412273,1071.639,1098.8378245068677,2.538058479288998,excellent,0
2433,03155500,"HUGHES RIVER AT CISCO, WV",Ref,WV,74038841,0.0005034906576231341,1174.073,1203.895635145832,2.540100585383703,excellent,0
7601,11276900,TUOLUMNE R BL EARLY INTAKE NR MATHER CA,Non-ref,CA,77014434,0.0006509833333439019,1255.07,1286.9565505861524,2.5406192950315485,excellent,0
5573,07250000,LEE CR NR VAN BUREN ARK,Ref,AR,74061528,0.0005711513603565099,1134.859,1163.7023128327346,2.541576780263864,excellent,0
4582,06440200,"SOUTH FORK BAD R NEAR COTTONWOOD,SD",Ref,SD,74017912,8.650272955275202e-05,649.1916,665.6934046068186,2.5419005123939695,excellent,0
3644,04292000,"LAMOILLE RIVER AT JOHNSON, VT",Non-ref,VT,72051824,0.0003285999999960154,815.2605,794.5127658499765,2.5449208136569186,excellent,0
3487,04183500,Maumee River at Antwerp OH,Non-ref,OH,72059460,0.00022777666667650465,5372.66,5235.749583489185,2.548279930440688,excellent,0
1714,02294655,PEACE RIVER NEAR BARTOW FL,Non-ref,FL,73021629,0.0002733333333218014,1047.687,1020.9501060231672,2.551992529909475,excellent,0
6040,08094800,"N Bosque Rv at Hico, TX",Non-ref,TX,75006473,0.0009178662477654212,931.3461,955.1348905552323,2.554237415632316,excellent,0
3804,05353800,"STRAIGHT RIVER NEAR FARIBAULT, MN",Non-ref,MN,74017672,0.00021586791518285274,1127.968,1156.7979467866785,2.555918854673042,excellent,0
1911,02343225,"PATAULA CREEK NEAR GEORGETOWN, GA",Ref,GA,73017829,0.00013364318160655875,762.0489,781.5856059965892,2.5637076566332095,excellent,0
2268,03041000,"Little Conemaugh River at East Conemaugh, PA",Non-ref,PA,74031781,6.945674208740846e-05,480.6927,493.02716819307517,2.565977846777196,excellent,0
7241,10397000,"BRIDGE CREEK NR FRENCHGLEN, OREG.",Non-ref,OR,77005198,0.00039516666662819944,76.1976,74.23851200639602,2.571062597252371,excellent,0
4996,06883000,"LITTLE BLUE RIVER NEAR DEWEESE, NE",Non-ref,NE,74030506,0.0002965912253098236,2573.636,2639.9119861775253,2.5751888059354657,excellent,0
6125,08153500,"Pedernales Rv nr Johnson City, TX",Non-ref,TX,75012097,0.0005182267748044627,2334.218,2394.330105892442,2.575256719485596,excellent,0
846,01553700,"Chillisquaque Creek at Washingtonville, PA",Non-ref,PA,73003922,0.0005985433333393075,133.6806,137.1233215120397,2.5753336774668103,excellent,0
4033,05498700,"South Fabius River above Newark, MO",Ref,MO,74037350,0.0005556666666706178,546.9435,561.0434237744838,2.5779488693958044,excellent,0
4813,06755960,"CROW CREEK AT 19TH STREET, AT CHEYENNE, WY",Non-ref,WY,74031068,9.192388145317937e-06,660.9825,678.0478586422412,2.5818170136488066,excellent,0
6982,10129300,"WEBER RIVER NEAR PEOA, UTAH",Non-ref,UT,77007050,0.00047162999999272875,764.7471,744.99799067883,2.5824366409719066,excellent,0
3685,05060100,"MAPLE RIVER BL MAPLETON, ND",Non-ref,ND,71048366,0.00024900000000371847,3803.821,3902.085183583234,2.5833019898474237,excellent,0
8241,12465000,"CRAB CREEK AT IRBY, WA",Non-ref,WA,78015831,0.00029815157426206544,2707.411,2777.3755051001094,2.584184857788838,excellent,0
3990,05476750,"Des Moines River at Humboldt, IA",Non-ref,IA,74023097,0.0002491333333551893,5881.269,6033.3484019375355,2.585826323154668,excellent,0
3845,05393000,"TOMAHAWK RIVER AT BRADLEY, WI",Non-ref,WI,74010806,0.00012075969612458625,1440.683,1477.9401397940037,2.5860747849460086,excellent,0
7211,10349849,"STEAMBOAT CK AT SHORT LN AT RENO, NV",Non-ref,NV,77007209,0.00019445436481768292,497.351,484.4808852274215,2.587732762692448,excellent,0
650,01457500,DELAWARE RIVER AT RIEGELSVILLE NJ,Non-ref,NJ,73005166,0.0008333333333325754,16398.76,15974.385624356624,2.5878442982480028,excellent,0
7209,10349300,"STEAMBOAT C AT STEAMBOAT, NV",Non-ref,NV,77007697,0.00032499666666296884,350.244,341.17887484035566,2.588231392870218,excellent,0
4908,06825000,"SOUTH FORK REPUBLICAN RIVER NEAR IDALIA, CO.",Non-ref,CO,74038546,0.0005813631719276085,3731.495,3828.2639828917054,2.5933032977856194,excellent,0
5339,07105900,"JIMMY CAMP CREEK AT FOUNTAIN, CO.",Non-ref,CO,74040448,1.7625815043745942e-05,170.4186,174.84184012569096,2.5955148825838066,excellent,0
3463,04170500,"HURON RIVER NEAR NEW HUDSON, MI",Non-ref,MI,72055781,0.00021495103340951266,407.5569,396.9764719004506,2.596061580493278,excellent,0
5179,07025400,"NORTH FORK OBION RIVER NEAR MARTIN, TENN (CE)",Non-ref,TN,74055437,0.0003095000000072901,955.6254,980.4589881555193,2.5986739318062537,excellent,0
5714,07334000,"Muddy Boggy Creek near Farris, OK",Non-ref,OK,74061994,0.00018138666668932046,2824.07,2897.4985567563212,2.600096908232483,excellent,0
839,01549500,"Blockhouse Creek near English Center, PA",Ref,PA,73004337,0.0002303494620678754,97.4853,100.02213522421243,2.602274624186866,excellent,0
1725,02296750,PEACE RIVER AT ARCADIA FL,Non-ref,FL,73022243,8.343666667087747e-05,3435.95,3525.3729109177116,2.6025672934039132,excellent,0
7258,11031500,AGUA CALIENTE C NR WARNER SPRINGS CA,Ref,CA,77030024,4.012123875306271e-05,49.5648,50.85485901158547,2.6027725554939587,excellent,0
4543,06414000,RAPID CR AT RAPID CITY SD,Non-ref,SD,74017422,0.0008210999999889168,1074.585,1102.588712223313,2.60600252407329,excellent,0
467,01374987,KISCO RIVER BELOW MOUNT KISCO NY,Non-ref,NY,73004097,0.0004909678084153346,45.47009,46.65522493521254,2.606405518908228,excellent,0
4014,05486000,"North River near Norwalk, IA",Non-ref,IA,74029850,0.00040738999998524145,904.6017,928.1837763098213,2.6069016131432448,excellent,0
4867,06803500,"SALT CREEK AT LINCOLN, NEBR.",Non-ref,NE,74031015,9.16633333005734e-05,1774.213,1820.5197497637196,2.6099881899027686,excellent,0
5771,07360000,"OUACHITA RIVER AT ARKADELPHIA, ARK.",Non-ref,AR,74061830,5.447550641309324e-05,5983.396,6139.672213248086,2.611831362124229,excellent,0
