,STAID,STANAME,CLASS,STATE,COMID,distance,DRAIN_SQKM,flowline_drainage_area,area_difference_pct,match_quality,quality_rank
1460,07264000,"Bayou Meto near Lonoke, AR",Non-ref,AR,74062540,0.0003690033333683118,505.0566,588.2687547249317,16.47580780548788,good,1
119,11253310,CANTUA C NR CANTUA CREEK CA,Ref,CA,77023755,0.0008360335605894635,120.4371,140.28543502372816,16.48024987626583,good,1
2562,04240120,"LEY CREEK AT PARK STREET, SYRACUSE NY",Non-ref,NY,72056964,5.713422792434291e-06,75.8016,88.41447702545271,16.63932822717821,good,1
1457,07077555,"CACHE RIVER NEAR COTTON PLANT,AR.",Non-ref,AR,74061552,0.0004280300000232274,2995.522,3494.5630047416303,16.65956733890221,good,1
1739,04127800,"JORDAN RIVER NEAR EAST JORDAN, MI",Non-ref,MI,72048403,0.00016116613459613068,173.5164,202.4893009650242,16.697500043237522,good,1
685,10011500,BEAR RIVER NEAR UTAH-WYOMING STATE LINE,Non-ref,UT,77001021,0.00017457666666587102,445.6411,520.3806386217926,16.771240045362205,good,1
1759,04108800,"MACATAWA RIVER AT STATE ROAD NEAR ZEELAND, MI",Non-ref,MI,72056242,2.5003333320228197e-05,171.1773,142.4552151438174,16.779143529067575,good,1
3074,01142500,"AYERS BROOK AT RANDOLPH, VT",Ref,VT,73001843,0.0003430233333290289,82.16668,95.97240444490991,16.802095989408254,good,1
1091,08200000,"Hondo Ck nr Tarpley, TX",Ref,TX,75013557,0.0003297663184596342,249.1146,291.066035082912,16.84021533981227,good,1
303,11237000,BIG C BL HUNTINGTON LK CA,Non-ref,CA,77015822,0.00012170000000821803,187.1235,218.68769773757043,16.86810995816689,good,1
2420,02059500,"GOOSE CREEK NEAR HUDDLESTON, VA",Ref,VA,73008213,0.0001338233332930372,485.4078,567.4482405544917,16.901343685555048,good,1
1843,02450250,SIPSEY FORK NEAR GRAYSON AL,Ref,AL,73012267,0.00025828666667848665,231.8252,271.281023778529,17.019644015632903,good,1
2224,03475000,"M F HOLSTON RIVER NEAR MEADOWVIEW, VA",Non-ref,VA,74055436,0.00042229831186741973,533.9583,624.8362529789285,17.01967231878005,good,1
2968,01381000,ROCKAWAY RIVER BELOW RESERVOIR AT BOONTON NJ,Non-ref,NJ,73005222,0.0005892367948209348,314.3538,367.8670200113646,17.023245785915307,good,1
1648,05536500,"TINLEY CREEK NEAR PALOS PARK, IL",Non-ref,IL,72058859,0.00018373462600216716,29.12728,34.1057438702216,17.092100155667136,good,1
1495,05414000,"PLATTE RIVER NEAR ROCKVILLE, WI",Ref,WI,74024922,0.00040528999998912246,370.7901,434.45453463171316,17.169939173595296,good,1
942,07208500,"RAYADO CREEK NEAR CIMARRON, NM",Ref,NM,74056957,0.00024176999998104518,159.2235,186.56421282610904,17.171279884005212,good,1
1515,05444000,"ELKHORN CREEK NEAR PENROSE, IL",Ref,IL,74024347,0.00044368666668503925,376.3512,441.0699050013383,17.19635941145885,good,1
2229,02138500,"LINVILLE RIVER NEAR NEBO, NC",Non-ref,NC,73010741,0.0001844067271000205,173.8719,203.8605488761328,17.24755344373231,good,1
672,10023000,"BIG CREEK NEAR RANDOLPH, UT",Ref,UT,77002525,9.708340402821532e-05,131.4567,154.1422236057791,17.257031102849137,good,1
2161,04207200,Tinkers Creek at Bedford OH,Non-ref,OH,72058041,0.0001229894394512514,222.1038,260.5613007974456,17.315102577013803,good,1
1154,08110430,"Big Ck nr Freestone, TX",Non-ref,TX,75007521,0.0002515390952643041,252.0918,295.8216047921195,17.34677795633158,good,1
2290,04215000,CAYUGA CREEK NR LANCASTER NY,Non-ref,NY,72055791,5.8989999963898754e-05,248.0184,291.1776680253582,17.4016395659992,good,1
2002,02406500,TALLADEGA CREEK AT ALPINE AL,Non-ref,AL,73015113,0.00025671275990003106,386.1099,453.339204439794,17.411960801780534,good,1
56,11370500,SACRAMENTO R A KESWICK CA,Non-ref,CA,77005511,0.0006871663699408367,16721.33,19639.290069649098,17.45052618212245,good,1
1645,05536275,"THORN CREEK AT THORNTON, IL",Non-ref,IL,72058446,0.00025239233744111145,268.2657,221.44525269641224,17.45301292844659,good,1
1522,05568800,"INDIAN CREEK NEAR WYOMING, IL",Non-ref,IL,74036112,0.00045040333334611665,163.6585,192.27435994000908,17.485104617242044,good,1
843,09118450,"COCHETOPA CREEK BELOW ROCK CREEK NR PARLIN, CO.",Non-ref,CO,77014942,3.165952761316431e-05,864.4563,1015.6212106206824,17.486703563925943,good,1
357,12138160,"SULTAN RIVER BELOW POWERPLANT NEAR SULTAN, WA",Non-ref,WA,78015728,0.0010208264897630553,243.5454,286.1442221775001,17.491121646107924,good,1
2151,03021350,"French Creek near Wattsburg, PA",Ref,PA,74024575,5.0739999977622574e-05,239.6691,281.61303918349273,17.500770513801214,good,1
1504,05430175,"YAHARA RIVER NEAR FULTON, WI",Non-ref,WI,74022915,0.0011907148146661768,1259.441,1480.1490198562894,17.524284174986317,good,1
